trip_id,driver_id,rating,late_delivery_flag
TRP-100-113,DRV100472,4.685440262545418,0
TRP-100-114,DRV100167,3.549205620549979,1
TRP-100-115,DRV100357,4.437147272829121,1
TRP-100-116,DRV100392,3.359438840971378,1
TRP-100-117,DRV100383,4.633915700286094,0
TRP-100-118,DRV100273,4.573626879159063,0
TRP-100-119,DRV100212,4.591294247315963,0
TRP-100-120,DRV100492,4.1184299021487885,1
TRP-100-121,DRV100447,4.225742563464138,1
TRP-100-122,DRV100198,4.759508663722077,0
TRP-100-123,DRV100057,5.0,0
TRP-100-124,DRV100044,3.755125910582689,1
TRP-100-125,DRV100053,4.412718276200381,0
TRP-100-126,DRV100341,4.507328049091033,0
TRP-100-127,DRV100029,4.263903668522985,1
TRP-100-128,DRV100207,4.278601246412134,0
TRP-100-129,DRV100444,4.544630222129463,0
TRP-100-130,DRV100182,4.847979880779666,0
TRP-100-131,DRV100449,4.251608511175943,1
TRP-100-132,DRV100440,4.504120505233727,0
TRP-100-133,DRV100150,4.900865757346618,0
TRP-100-134,DRV100428,4.335379399664834,0
TRP-100-135,DRV100440,4.539746335246182,0
TRP-100-136,DRV100245,4.703674723125393,0
TRP-100-137,DRV100126,4.205653746764295,0
TRP-100-138,DRV100314,4.708455646457129,0
TRP-100-139,DRV100548,3.9108346045496023,1
TRP-100-140,DRV100380,4.311166486742739,1
TRP-100-141,DRV100099,5.0,0
TRP-100-142,DRV100400,4.780587367036428,0
TRP-100-143,DRV100261,4.269847048787243,1
TRP-100-144,DRV100347,4.850290477458792,0
TRP-100-145,DRV100433,4.637164815465288,0
TRP-100-146,DRV100311,3.832810537826593,1
TRP-100-147,DRV100479,4.94667334517427,0
TRP-100-148,DRV100425,4.290697585028643,1
TRP-100-149,DRV100364,3.8839060726108268,0
TRP-100-150,DRV100086,5.0,0
TRP-100-151,DRV100492,4.013442892616873,1
TRP-100-152,DRV100561,4.257190691523309,0
TRP-100-153,DRV100076,4.677717823356445,0
TRP-100-154,DRV100293,4.593278405136998,1
TRP-100-155,DRV100159,4.7983018643278585,0
TRP-100-156,DRV100446,4.501292453213156,0
TRP-100-157,DRV100425,4.786475179858662,0
TRP-100-158,DRV100079,4.827071017577446,0
TRP-100-159,DRV100517,4.253545023296838,1
TRP-100-160,DRV100104,4.442860658718451,0
TRP-100-161,DRV100474,4.5930294570919745,0
TRP-100-162,DRV100279,4.932252463186452,0
TRP-100-163,DRV100202,4.653058021239377,0
TRP-100-164,DRV100089,3.9222698173229014,1
TRP-100-165,DRV100096,3.499971015471687,0
TRP-100-166,DRV100388,4.1748792981119225,1
TRP-100-167,DRV100327,4.613289920826429,0
TRP-100-168,DRV100069,4.837647312247761,0
TRP-100-169,DRV100063,4.0736360961069265,0
TRP-100-170,DRV100044,4.432987440735197,0
TRP-100-171,DRV100439,4.454141064485023,0
TRP-100-172,DRV100419,4.508425772136727,0
TRP-100-173,DRV100031,4.767524489813742,0
TRP-100-174,DRV100333,4.536703960038342,0
TRP-100-175,DRV100047,4.529145171556511,0
TRP-100-176,DRV100539,4.453416893488036,0
TRP-100-177,DRV100541,4.301759628219423,0
TRP-100-178,DRV100411,4.582591416432137,1
TRP-100-179,DRV100554,4.6317248909050726,0
TRP-100-180,DRV100479,4.667128787565067,0
TRP-100-181,DRV100488,4.9494873723531745,0
TRP-100-182,DRV100334,4.479510981927509,0
TRP-100-183,DRV100191,4.396469513053611,0
TRP-100-184,DRV100133,4.598941498534115,0
TRP-100-185,DRV100202,4.765299499481466,0
TRP-100-186,DRV100375,4.739100571579092,0
TRP-100-187,DRV100099,5.0,0
TRP-100-188,DRV100159,4.370346091263401,0
TRP-100-189,DRV100283,4.986539702252461,0
TRP-100-190,DRV100141,4.447267746472752,0
TRP-100-191,DRV100345,4.68497754419322,0
TRP-100-192,DRV100549,3.1737017747095586,0
TRP-100-193,DRV100440,4.249073161961339,1
TRP-100-194,DRV100391,4.000001647906821,1
TRP-100-195,DRV100340,4.107216229539454,0
TRP-100-196,DRV100293,4.319129211610384,1
TRP-100-197,DRV100106,4.920097911490643,0
TRP-100-198,DRV100530,4.6380867633095395,0
TRP-100-199,DRV100152,4.464563763008333,0
TRP-100-200,DRV100051,4.579394485205196,0
TRP-100-201,DRV100441,4.300792991716623,1
TRP-100-202,DRV100102,4.641677317393306,0
TRP-100-203,DRV100227,4.635378562635608,0
TRP-100-204,DRV100019,4.25428057630314,0
TRP-100-205,DRV100076,4.723867082046926,0
TRP-100-206,DRV100099,5.0,0
TRP-100-207,DRV100029,5.0,0
TRP-100-208,DRV100384,4.688303978991423,0
TRP-100-209,DRV100492,4.39305852507931,0
TRP-100-210,DRV100228,3.6121293097553058,1
TRP-100-211,DRV100515,4.830981095157275,0
TRP-100-212,DRV100129,4.761093004856967,0
TRP-100-213,DRV100200,5.0,0
TRP-100-214,DRV100086,4.201030009888647,1
TRP-100-215,DRV100369,4.522176498750836,0
TRP-100-216,DRV100257,4.802599533888314,0
TRP-100-217,DRV100364,4.44795173983391,0
TRP-100-218,DRV100448,4.416713993470757,0
TRP-100-219,DRV100325,4.557571268805635,0
TRP-100-220,DRV100374,3.9511676825931037,1
TRP-100-221,DRV100561,4.241661296310852,1
TRP-100-222,DRV100185,4.730342992695545,0
TRP-100-223,DRV100220,4.477264930972624,0
TRP-100-224,DRV100423,4.689044715231194,0
TRP-100-225,DRV100362,4.049899117577088,1
TRP-100-226,DRV100103,4.1564389955675365,1
TRP-100-227,DRV100229,4.823436083269097,0
TRP-100-228,DRV100283,4.892223573722749,0
TRP-100-229,DRV100256,4.783718388449042,0
TRP-100-230,DRV100103,4.286681858349009,1
TRP-100-231,DRV100551,4.351599522904516,0
TRP-100-232,DRV100449,4.619726539460951,0
TRP-100-233,DRV100288,4.201859499278457,1
TRP-100-234,DRV100396,4.87982841404386,0
TRP-100-235,DRV100531,4.644998017490615,0
TRP-100-236,DRV100076,4.20291185456744,0
TRP-100-237,DRV100155,4.746016513480888,0
TRP-100-238,DRV100323,4.783969437674166,0
TRP-100-239,DRV100475,4.4767184860617375,0
TRP-100-240,DRV100023,4.70439941359714,0
TRP-100-241,DRV100592,4.492237305896873,0
TRP-100-242,DRV100278,3.932361361343922,1
TRP-100-243,DRV100220,4.785301197077063,0
TRP-100-244,DRV100181,4.491624015989874,0
TRP-100-245,DRV100101,3.8547352058051185,0
TRP-100-246,DRV100468,4.480135413874636,0
TRP-100-247,DRV100571,4.487959698505713,1
TRP-100-248,DRV100251,3.8910217581037285,1
TRP-100-249,DRV100569,3.734342436339987,0
TRP-100-250,DRV100484,4.745500122533645,0
TRP-100-251,DRV100288,4.631206493800142,0
TRP-100-252,DRV100394,4.705599191834173,0
TRP-100-253,DRV100265,4.875919975042882,0
TRP-100-254,DRV100332,4.560374891898536,1
TRP-100-255,DRV100030,4.639746861675235,0
TRP-100-256,DRV100410,4.830655098217116,0
TRP-100-257,DRV100029,4.191704095280088,1
TRP-100-258,DRV100479,4.532744185503066,0
TRP-100-259,DRV100485,4.3263963748794,0
TRP-100-260,DRV100143,4.545770997200036,0
TRP-100-261,DRV100200,4.721191656584545,1
TRP-100-262,DRV100288,4.937981318019419,0
TRP-100-263,DRV100350,4.336518457243484,0
TRP-100-264,DRV100179,4.682747533543643,0
TRP-100-265,DRV100347,4.852424335915431,1
TRP-100-266,DRV100185,4.2629768834355275,1
TRP-100-267,DRV100030,4.463629724705214,0
TRP-100-268,DRV100002,4.51950865108043,0
TRP-100-269,DRV100055,4.403665285036792,1
TRP-100-270,DRV100469,4.503282915352449,0
TRP-100-271,DRV100574,4.276987940440567,0
TRP-100-272,DRV100261,4.669816929885121,0
TRP-100-273,DRV100310,4.363816250218486,0
TRP-100-274,DRV100084,2.8744037232155653,1
TRP-100-275,DRV100328,4.545162369776199,0
TRP-100-276,DRV100083,4.657989453739058,1
TRP-100-277,DRV100362,4.860409075761853,0
TRP-100-278,DRV100560,4.445345335634128,0
TRP-100-279,DRV100113,4.122078268425878,1
TRP-100-280,DRV100450,4.795225589660092,0
TRP-100-281,DRV100015,4.377690772842036,1
TRP-100-282,DRV100229,4.323431277909043,1
TRP-100-283,DRV100062,4.234682819025463,0
TRP-100-284,DRV100216,4.727051694667819,0
TRP-100-285,DRV100100,4.209583845618007,1
TRP-100-286,DRV100228,4.6008415410236445,0
TRP-100-287,DRV100255,4.294440851617603,0
TRP-100-288,DRV100187,4.935469535716049,0
TRP-100-289,DRV100384,4.215035493039527,0
TRP-100-290,DRV100547,4.324612871873432,1
TRP-100-291,DRV100247,4.651465065952294,0
TRP-100-292,DRV100111,4.916899047081569,0
TRP-100-293,DRV100169,4.5158433609745545,0
TRP-100-294,DRV100503,4.364007586178816,1
TRP-100-295,DRV100334,4.6775711948061955,0
TRP-100-296,DRV100278,4.51726528379819,0
TRP-100-297,DRV100085,4.230767281507977,0
TRP-100-298,DRV100275,4.503146916468539,0
TRP-100-299,DRV100174,4.375660102146843,0
TRP-100-300,DRV100565,4.026983660524135,1
TRP-100-301,DRV100522,4.676877762699435,0
TRP-100-302,DRV100047,4.344232825966876,0
TRP-100-303,DRV100311,4.189856461717143,1
TRP-100-304,DRV100137,4.083220995397956,1
TRP-100-305,DRV100251,4.967962760886311,0
TRP-100-306,DRV100517,4.434347269912186,0
TRP-100-307,DRV100317,4.368988427759612,1
TRP-100-308,DRV100206,4.468562492332427,0
TRP-100-309,DRV100124,4.616975330236451,0
TRP-100-310,DRV100475,4.24145252042453,1
TRP-100-311,DRV100373,4.433722458050041,0
TRP-100-312,DRV100283,4.847462205267549,0
TRP-100-313,DRV100133,4.791307623485062,0
TRP-100-314,DRV100206,4.681378477803739,0
TRP-100-315,DRV100572,4.830085732164473,0
TRP-100-316,DRV100312,4.018613509648505,1
TRP-100-317,DRV100247,4.499930056789253,0
TRP-100-318,DRV100314,4.060544352652935,1
TRP-100-319,DRV100460,4.1199475949470035,1
TRP-100-320,DRV100209,4.043336533556566,1
TRP-100-321,DRV100103,4.61254440705106,0
TRP-100-322,DRV100343,4.333879178102171,0
TRP-100-323,DRV100391,4.017335853253025,0
TRP-100-324,DRV100420,4.244150327050555,1
TRP-100-325,DRV100520,4.369778566330954,0
TRP-100-326,DRV100227,4.179511600639637,0
TRP-100-327,DRV100046,4.475079415140944,1
TRP-100-328,DRV100572,4.71579003350549,0
TRP-100-329,DRV100265,4.199000821531141,0
TRP-100-330,DRV100372,4.68951931363015,0
TRP-100-331,DRV100391,4.084205522351822,1
TRP-100-332,DRV100326,4.545889360608555,0
TRP-100-333,DRV100121,3.9887679533456124,1
TRP-100-334,DRV100447,4.815370759026037,0
TRP-100-335,DRV100476,4.684743304357929,1
TRP-100-336,DRV100330,4.747584907627293,0
TRP-100-337,DRV100293,3.7472260891497684,0
TRP-100-338,DRV100064,4.25733020347226,1
TRP-100-339,DRV100047,4.764409753289622,0
TRP-100-340,DRV100208,4.456865766558837,0
TRP-100-341,DRV100193,4.741751001022521,0
TRP-100-342,DRV100571,4.279670623162343,1
TRP-100-343,DRV100462,4.384591042980078,0
TRP-100-344,DRV100387,4.889594661773513,0
TRP-100-345,DRV100311,4.30177488158781,0
TRP-100-346,DRV100096,3.388254855356795,0
TRP-100-347,DRV100587,4.270517110526939,1
TRP-100-348,DRV100229,4.588171113397089,0
TRP-100-349,DRV100060,4.140333080478871,1
TRP-100-350,DRV100297,4.182362953099981,1
TRP-100-351,DRV100515,4.598144164966106,0
TRP-100-352,DRV100524,4.7561328279011175,0
TRP-100-353,DRV100007,4.396622333980068,0
TRP-100-354,DRV100523,4.682346760492195,0
TRP-100-355,DRV100170,4.786164260077438,1
TRP-100-356,DRV100024,4.452378378763616,0
TRP-100-357,DRV100501,4.511143871908539,0
TRP-100-358,DRV100508,4.405492143696479,0
TRP-100-359,DRV100350,4.7143916959621475,0
TRP-100-360,DRV100336,4.906036619090428,0
TRP-100-361,DRV100479,3.99391327139131,1
TRP-100-362,DRV100464,4.47201705630502,1
TRP-100-363,DRV100526,4.560256835536286,0
TRP-100-364,DRV100330,4.182887958088556,0
TRP-100-365,DRV100580,4.612075933786673,1
TRP-100-366,DRV100597,4.3120425152861666,0
TRP-100-367,DRV100066,4.558453902711995,0
TRP-100-368,DRV100502,4.459011612951568,1
TRP-100-369,DRV100303,4.477626770594957,1
TRP-100-370,DRV100239,4.664022920356832,0
TRP-100-371,DRV100364,3.7759157321902865,0
TRP-100-372,DRV100030,4.981983256003018,0
TRP-100-373,DRV100305,4.0606605179283,0
TRP-100-374,DRV100513,4.017851871112204,1
TRP-100-375,DRV100129,4.66941562326719,1
TRP-100-376,DRV100261,4.818680770192515,1
TRP-100-377,DRV100564,4.673056495766668,0
TRP-100-378,DRV100262,4.015885945735669,1
TRP-100-379,DRV100220,4.859511450243467,0
TRP-100-380,DRV100267,4.345819161011833,1
TRP-100-381,DRV100311,4.5043182987155195,0
TRP-100-382,DRV100376,4.215167668891517,0
TRP-100-383,DRV100475,4.2052169006800355,0
TRP-100-384,DRV100276,4.679106611481507,0
TRP-100-385,DRV100479,4.709349700723461,0
TRP-100-386,DRV100320,4.297265388676063,0
TRP-100-387,DRV100208,4.468840839007308,0
TRP-100-388,DRV100386,4.888850155728071,0
TRP-100-389,DRV100423,4.625496657429985,0
TRP-100-390,DRV100331,4.620038976424153,0
TRP-100-391,DRV100030,4.918668863845933,0
TRP-100-392,DRV100096,4.789104321741507,0
TRP-100-393,DRV100177,4.570082997410652,0
TRP-100-394,DRV100177,4.689964503907653,0
TRP-100-395,DRV100394,4.841988141842197,0
TRP-100-396,DRV100009,4.7030495481402195,0
TRP-100-397,DRV100447,4.951383440517494,0
TRP-100-398,DRV100165,4.227996308131481,1
TRP-100-399,DRV100193,4.547904584952231,0
TRP-100-400,DRV100317,4.776826895614137,0
TRP-100-401,DRV100132,4.556187677188636,0
TRP-100-402,DRV100522,4.438239687509968,0
TRP-100-403,DRV100047,4.285273281090087,0
TRP-100-404,DRV100271,4.608350052531753,0
TRP-100-405,DRV100502,4.308398120898768,1
TRP-100-406,DRV100366,4.813593158872317,1
TRP-100-407,DRV100181,4.347010894241817,0
TRP-100-408,DRV100257,4.434118850979045,1
TRP-100-409,DRV100417,4.611086977550059,0
TRP-100-410,DRV100583,4.190909363082526,0
TRP-100-411,DRV100528,4.545303626073769,0
TRP-100-412,DRV100210,4.270141793901708,1
TRP-100-413,DRV100599,4.5176504063559895,0
TRP-100-414,DRV100003,4.081291556596541,0
TRP-100-415,DRV100018,4.283180219349827,1
TRP-100-416,DRV100484,4.841507993578102,0
TRP-100-417,DRV100116,4.805728908529662,0
TRP-100-418,DRV100032,4.921676580845931,0
TRP-100-419,DRV100143,4.426344501519184,1
TRP-100-420,DRV100261,4.540176754912226,0
TRP-100-421,DRV100430,4.345599413238207,1
TRP-100-422,DRV100373,4.241988511697969,0
TRP-100-423,DRV100144,4.846347511595358,0
TRP-100-424,DRV100305,4.634009350267218,0
TRP-100-425,DRV100554,4.550968420383012,0
TRP-100-426,DRV100479,4.568916631339579,0
TRP-100-427,DRV100200,4.559590628327982,0
TRP-100-428,DRV100591,3.1345374047587193,0
TRP-100-429,DRV100417,4.5818541539522695,0
TRP-100-430,DRV100034,4.5509081603592785,0
TRP-100-431,DRV100023,4.79826813811429,0
TRP-100-432,DRV100096,4.221463261374025,1
TRP-100-433,DRV100426,4.4475266936765765,1
TRP-100-434,DRV100104,4.775664937343109,0
TRP-100-435,DRV100310,4.742938924257165,0
TRP-100-436,DRV100053,4.626148279951579,0
TRP-100-437,DRV100548,4.5655549158584625,1
TRP-100-438,DRV100212,4.989454511969703,0
TRP-100-439,DRV100542,4.164845600450915,1
TRP-100-440,DRV100566,4.372810881618665,0
TRP-100-441,DRV100005,4.260021515356131,1
TRP-100-442,DRV100280,4.501239432740372,0
TRP-100-443,DRV100015,4.3634549832139315,1
TRP-100-444,DRV100542,4.046925345101709,1
TRP-100-445,DRV100311,4.728306796182656,0
TRP-100-446,DRV100046,4.595297631067201,1
TRP-100-447,DRV100062,4.269224615626286,0
TRP-100-448,DRV100235,4.10491053398307,1
TRP-100-449,DRV100564,4.665515972617505,0
TRP-100-450,DRV100406,4.944749650084059,0
TRP-100-451,DRV100511,5.0,0
TRP-100-452,DRV100223,3.7519415440264083,1
TRP-100-453,DRV100025,4.70516627546835,0
TRP-100-454,DRV100584,4.791182470844844,0
TRP-100-455,DRV100008,4.622045975839774,0
TRP-100-456,DRV100567,4.550276041022162,0
TRP-100-457,DRV100225,4.678098662948027,0
TRP-100-458,DRV100006,4.223827726628145,1
TRP-100-459,DRV100403,4.532198013698584,0
TRP-100-460,DRV100589,3.6468176760002997,1
TRP-100-461,DRV100578,4.705754043908181,0
TRP-100-462,DRV100090,4.8814134506240645,0
TRP-100-463,DRV100104,4.34202637405751,0
TRP-100-464,DRV100333,4.483224821405298,0
TRP-100-465,DRV100379,4.03260964176267,1
TRP-100-466,DRV100435,4.405103827310505,0
TRP-100-467,DRV100104,4.701277991276877,0
TRP-100-468,DRV100572,4.481932045030032,0
TRP-100-469,DRV100380,4.1798102959128896,1
TRP-100-470,DRV100501,4.477544586378103,0
TRP-100-471,DRV100323,4.562885560655546,1
TRP-100-472,DRV100253,4.339441997661744,1
TRP-100-473,DRV100586,4.54781836887652,1
TRP-100-474,DRV100340,4.463445841690137,0
TRP-100-475,DRV100511,4.89888406804635,0
TRP-100-476,DRV100570,4.679728481500147,0
TRP-100-477,DRV100394,4.6506967627300915,0
TRP-100-478,DRV100327,4.678345063653716,0
TRP-100-479,DRV100003,4.082638986864774,0
TRP-100-480,DRV100024,4.8419399430903685,0
TRP-100-481,DRV100118,4.510821941329051,0
TRP-100-482,DRV100106,4.782991033792883,0
TRP-100-483,DRV100157,4.2256748093356356,1
TRP-100-484,DRV100190,4.507112002581608,0
TRP-100-485,DRV100221,4.820412189885888,0
TRP-100-486,DRV100257,5.0,0
TRP-100-487,DRV100054,5.0,0
TRP-100-488,DRV100025,4.042771271045301,1
TRP-100-489,DRV100394,4.205502524662909,0
TRP-100-490,DRV100323,4.76113498168449,0
TRP-100-491,DRV100271,4.011971566227205,0
TRP-100-492,DRV100377,4.666714048076116,0
TRP-100-493,DRV100486,4.639205829613457,0
TRP-100-494,DRV100261,4.723509150087585,0
TRP-100-495,DRV100380,4.335928338328046,0
TRP-100-496,DRV100571,4.024392819157341,1
TRP-100-497,DRV100494,4.336730696678485,0
TRP-100-498,DRV100260,5.0,0
TRP-100-499,DRV100381,4.818252674163467,0
TRP-100-500,DRV100102,3.817414883614677,0
TRP-100-501,DRV100333,4.893137230795806,0
TRP-100-502,DRV100590,3.983615323942348,1
TRP-100-503,DRV100311,4.732566549707548,0
TRP-100-504,DRV100555,4.409404874179072,0
TRP-100-505,DRV100250,4.602814063188541,0
TRP-100-506,DRV100600,4.7928889701542925,0
TRP-100-507,DRV100338,4.364869733533758,1
TRP-100-508,DRV100025,3.6891837726910275,0
TRP-100-509,DRV100343,4.408399928346804,0
TRP-100-510,DRV100172,4.337986037175152,1
TRP-100-511,DRV100021,4.76141749620009,0
TRP-100-512,DRV100482,4.477563722504549,1
TRP-100-513,DRV100172,4.3062601598864045,0
TRP-100-514,DRV100474,4.58937077941276,0
TRP-100-515,DRV100179,4.610403668258112,0
TRP-100-516,DRV100112,4.836824919439512,0
TRP-100-517,DRV100583,5.0,0
TRP-100-518,DRV100221,4.759472694602655,1
TRP-100-519,DRV100355,4.803834566778352,0
TRP-100-520,DRV100361,4.6119277677664625,0
TRP-100-521,DRV100333,3.896979462124859,1
TRP-100-522,DRV100545,4.501984229353743,0
TRP-100-523,DRV100394,4.498440548717414,0
TRP-100-524,DRV100248,4.37696196937594,0
TRP-100-525,DRV100508,4.019851302630069,1
TRP-100-526,DRV100104,4.664581910770759,0
TRP-100-527,DRV100323,4.325460718571147,0
TRP-100-528,DRV100569,4.649470200491887,0
TRP-100-529,DRV100373,3.323849790994316,0
TRP-100-530,DRV100479,4.397832306787844,0
TRP-100-531,DRV100382,4.241356372832578,1
TRP-100-532,DRV100494,4.375778056333717,1
TRP-100-533,DRV100566,4.354566474369272,1
TRP-100-534,DRV100171,3.846555699486172,0
TRP-100-535,DRV100096,4.138781698064044,1
TRP-100-536,DRV100291,4.8248776205662764,0
TRP-100-537,DRV100413,4.486064935887523,0
TRP-100-538,DRV100138,4.2238618482603885,1
TRP-100-539,DRV100003,4.784367313016138,0
TRP-100-540,DRV100210,4.428251433643909,0
TRP-100-541,DRV100580,4.78364358881695,0
TRP-100-542,DRV100409,4.286604423568988,0
TRP-100-543,DRV100247,4.475383044164608,0
TRP-100-544,DRV100111,4.700665275617349,0
TRP-100-545,DRV100218,5.0,0
TRP-100-546,DRV100096,4.279784661873418,0
TRP-100-547,DRV100060,3.770458501523421,1
TRP-100-548,DRV100541,4.499919163870251,0
TRP-100-549,DRV100598,3.9109179717359774,0
TRP-100-550,DRV100093,4.270497097509747,0
TRP-100-551,DRV100029,4.592546328139117,0
TRP-100-552,DRV100203,4.825833113611385,0
TRP-100-553,DRV100280,4.303707340539124,1
TRP-100-554,DRV100121,4.531604440719319,1
TRP-100-555,DRV100187,4.143611031795968,0
TRP-100-556,DRV100118,4.465890600145705,0
TRP-100-557,DRV100457,4.995069829238844,0
TRP-100-558,DRV100419,4.727564761679461,0
TRP-100-559,DRV100377,4.069106126451749,0
TRP-100-560,DRV100239,4.230498629911255,1
TRP-100-561,DRV100543,4.2336457369964515,1
TRP-100-562,DRV100581,4.780103176635908,0
TRP-100-563,DRV100100,4.600990225776651,0
TRP-100-564,DRV100136,4.858693614454765,0
TRP-100-565,DRV100316,4.221155959572565,1
TRP-100-566,DRV100051,4.207954274437832,0
TRP-100-567,DRV100265,4.486452036012202,0
TRP-100-568,DRV100339,4.465334540131649,1
TRP-100-569,DRV100314,4.585250510014236,0
TRP-100-570,DRV100203,4.811438950041314,0
TRP-100-571,DRV100323,3.353000699111613,1
TRP-100-572,DRV100572,4.810158968483224,0
TRP-100-573,DRV100122,4.940594808165333,0
TRP-100-574,DRV100383,4.182238262506509,0
TRP-100-575,DRV100025,3.9744303474475515,1
TRP-100-576,DRV100037,3.80798457462439,1
TRP-100-577,DRV100329,4.653108038231266,0
TRP-100-578,DRV100059,4.646526602603121,0
TRP-100-579,DRV100014,4.116394488864617,0
TRP-100-580,DRV100097,4.362410398042004,1
